place_id,name,rating,user_ratings_total
ChIJr5Xg5tQ3aDQR3mHjhi2xw9o,McCafé 咖啡-竹北文興店,3.4,17
ChIJj4wu1l43aDQRxjLgro_G7BA,悟饕池上飯包 - 竹北自強店,3.4,29
ChIJQRZNMO43aDQRiObAZa3PyXA,Zhu Bei Gaotie Breakfast Restaurant,3.4,91
ChIJQ6imFDA2aDQRpQ_6CZJG9DY,開源社香雞排,3.4,330
ChIJK7HfdfI2aDQRZUkqADR35K4,東大排骨竹北自強店,3.4,394
ChIJBx61c7U3aDQRwlsQx_tB_fo,SUBWAY 潛艇堡,3.4,403
ChIJ3XNnhxU3aDQRQ8PkHf3EWDU,友誼-老永昌點,3.5,6
ChIJsaCg82k3aDQRqpQfamLMl44,東林炒羊肉竹北高鐵店,3.5,72
ChIJ3yD2Tz82aDQRrvMrDmGMfTo,滿溢風拉麵 新竹竹科店,3.5,124
ChIJHQWPHi82aDQRLLYJtW_h-6w,新寶水煎包,3.5,197
ChIJE6HfreU2aDQR2GSF81mGEvg,Laya burger,3.5,237
ChIJ_fFkHFc2aDQRxFGSrhBGa8c,拾壹香牛肉麵店,3.5,521
ChIJowoXZsI2aDQRkX7WCuo0IRc,台北永和豆漿大王,3.5,1003
ChIJ-SVgtuk2aDQRgzKCki49AzA,麥味登,3.6,102
ChIJ64dGveQ2aDQR42AaHBDrxuA,大中華粥麵館,3.6,194
ChIJTdQ5X6o3aDQRt0wNjtng5aI,早安，吃什麼,3.6,314
ChIJPQf4Rpo3aDQRjmWRxtWNWsU,初這家麵食館,3.6,362
ChIJochEEzs2aDQR6Xx_JmAOddk,八方雲集 新竹關新店,3.6,411
ChIJc4EIT6o3aDQR_vYS_ilXz_U,金珊雞腿飯 （原金山高鐵店）,3.6,465
ChIJt4lynWI3aDQRqatqu5OvPCw,Traditional Taiwanese restaurant,3.6,636
ChIJH-rnqJA2aDQRWff0IcAoghA,雅舍咖啡,3.6,968
ChIJWf46RxQ3aDQRpNDxR6kxIoE,老北京熟食飯館,3.7,22
ChIJoz6Irkg3aDQRNy8YeAU6SCg,黑貓潮滷味竹北嘉興店,3.7,73
ChIJV1h_mZM3aDQRbdytmtGNlME,芳珍蔬食-新竹關新店,3.7,81
ChIJey0O_mc3aDQR7F4hTJH6BjI,六家麵店(竹北嘉興店),3.7,98
ChIJm5KlP-A3aDQR49kUi2tBRmo,行家燒臘排骨,3.7,103
ChIJbyVOplc2aDQR7hTEshNZSfw,蘋果廚房,3.7,122
ChIJI_PXvuI3aDQRqAxmYm2rBGM,清水米糕,3.7,125
ChIJF8uPWAk3aDQRep0dwc0hhP4,叄参鍋物,3.7,138
ChIJd-q9iFs3aDQRsotfoHZ14bo,三媽臭臭鍋,3.7,187
ChIJgSBVNsc1aDQR5TpTxcDVLyc,Dominos Pizza,3.7,203
ChIJD_UBIRY2aDQRQI8bnq0dTcQ,Yoshinoya Hsinchu Guangfu,3.7,779
ChIJp0qcWwc3aDQRgAyhHou53OU,Mos Burger,3.7,845
ChIJG4nmYCU2aDQRiRf15XHyDAs,韓國館,3.7,875
ChIJywz3uPw2aDQRU7L03AdsPug,Cape 99 fast fried Food,3.7,921
ChIJYQULpO42aDQR7sxkxvcAmRs,家竹亭 豬排咖哩,3.7,993
ChIJP3DKzzs2aDQRZVFDNrxUpO0,MOS BURGER Guanxin Shop,3.7,1339
ChIJj_Uqiz02aDQReDhxOJ5rg7Y,KFC,3.7,1909
ChIJ0y88clU2aDQRa1S4JsP1V84,McDonald's,3.7,2201
ChIJA06wqEE2aDQRL7RA94t6Nto,McDonald's,3.7,2653
ChIJr4Tenfw2aDQRykq8BANNbu4,McDonald's,3.7,3823
ChIJ0zdW6Ag3aDQRjvx2NUvyGr0,普拉伯廚房料理,3.8,35
ChIJl9ejpuQ2aDQRlKUAUCryKw4,臻品食堂 勝利店,3.8,40
ChIJQ_G5mzA2aDQR_oJv3BDCAWk,紅豆村-新竹店,3.8,46
ChIJ0yM9_xo3aDQRJYoDr2g5IDA,繼郎關東煮,3.8,88
ChIJBajcIic3aDQRf1CUQ8_9CKM,早安有喜-新埔店,3.8,145
ChIJma6ge-k2aDQROxwNOv7P4iA,蕃茄村漢堡,3.8,194
ChIJk0QC7D83aDQRsPKm7Sa1hzw,麥味登 竹北正毅店,3.8,213
ChIJ-S9Y3hc2aDQRF8MmwOJYN-o,蓉城吳抄手,3.8,235
ChIJuSOmUPo2aDQRixOlXX1gfN8,縣福園小館,3.8,363
ChIJhdTHIRY2aDQRZT-KeaKqyB4,開源社香雞排,3.8,442
ChIJWSikWOM2aDQR9ZutjyTTSB0,台南鱔魚麵,3.8,447
ChIJtV-7T6s3aDQR7EwXdJ58S-E,溫師傅麵食館,3.8,452
ChIJmXBgm_A2aDQR5De6hm5sGsI,Omiya Japanese Restaurant,3.8,1542
ChIJ0996_kE3aDQRhUVnCS4TxF4,新埔粄條,3.9,8
ChIJBUBNgFs3aDQRSqeL_xmOUdE,元氣の飯糰,3.9,22
ChIJJU_IYP82aDQRPWM1tUD55tQ,弄墨Art. Design. Cafe,3.9,34
ChIJjxO8hT83aDQR04d3RZ8EDVo,竹中早餐屋,3.9,45
ChIJAXdD91c2aDQRDhg8zkZKeSo,大根關東煮,3.9,54
ChIJi23fp9o3aDQRsYdXLEBbU7s,工研院八分飽,3.9,71
ChIJpUO4yOI2aDQRcmBMX2vkmbw,Datou Beef Noodle Restaurant,3.9,97
ChIJOXer7vw2aDQR_qnqJLxyH7E,AMARS爾瑪思,3.9,120
ChIJQwCWVgE3aDQR2SGlLqPYbuQ,寬門小食館,3.9,130
ChIJM1O_8ls3aDQRN-_sUzZaRq4,胖老爹美式炸雞 新埔中正店,3.9,134
ChIJkZQawds3aDQRqOTUp1sWS84,小旬湯-樂農.鑄鐵鍋-竹北店,3.9,151
ChIJwwv4TvQ2aDQRW2PI8Xpnc3c,蕃茄村漢堡 竹北福興店,3.9,157
ChIJ1WMK8M03aDQR3ojloDRsNaM,MOS BURGER Industrial Technology Research Institute Shop,3.9,171
ChIJt0m1nTo2aDQRFjyoBNRvHN8,關東橋山東饅頭店,3.9,203
ChIJgzyfrfk2aDQRchP1woGTm08,達美樂披薩 六家自強南店,3.9,222
ChIJaUzouWuGDhQRO-mnGOWwObk,坊間家傳麵食,3.9,240
ChIJYe2_bXazaTQRs2XbESlVDf4,莫克漢堡竹北店Moke’s Burger,3.9,246
ChIJkTEovuQ2aDQRcfwVcVPp9XE,Best fried chicken,3.9,279
ChIJRdzgLeo2aDQR70XkwwmSMcM,幸福米粉担,3.9,285
ChIJH_z4nvw2aDQRWytkn_d33AQ,Moon Teppanyaki,3.9,285
ChIJsTmg3RM3aDQRwoVWMU_ALe4,The Fun 樂房早午餐-嘉豐店,3.9,294
ChIJFYftmTo2aDQRPSbuxqYAVMo,建良鵝肉,3.9,301
ChIJm2waoKs3aDQRyk6gubnHTvA,第一香羹の專賣店 高鐵店,3.9,308
ChIJBVq4GuI2aDQRil_pUjjuoWM,十興麵食坊,3.9,314
ChIJAV3gwv42aDQR3JsJsSQMroc,北平麵食館,3.9,318
ChIJrUXaSvs2aDQRERzYoQrgNHo,Ba Fang Yun Ji Dumpling,3.9,342
ChIJl9Mm5lU2aDQRiJ9ISh6_mwE,Miller Toast and coffee,3.9,371
ChIJxfsWkOg3aDQRALzhOx_-rh0,KURUMI,3.9,437
ChIJZ5s90Ts2aDQR_12kdZRv9TA,Hotpot,3.9,443
ChIJdw2vXfs2aDQRv32_0aFcWgU,新竹豐邑喜來登大飯店 采悅軒中餐廳 YUE Chinese Restaurant,3.9,459
ChIJt9bxz-s2aDQRrvv8gkuIR34,小范炭燒平價餐廳,3.9,566
ChIJfYWrYvg2aDQRT14K11PAAnw,大醬韓式料理,3.9,649
ChIJiw44gyU2aDQR6x66LWIVMNc,蒸餃無雙,3.9,651
ChIJ2cefJlc2aDQREXZvMDXS-RY,Teppan Taki,3.9,790
ChIJ-QRNRuk2aDQR14mI8hDslos,鼎王麻辣鍋 光明店,3.9,1266
ChIJjTntnjk2aDQRpV52HbbYRDs,Sushi Express,3.9,1904
ChIJdw2vXfs2aDQRVSzj8yPP-yM,Feast Buffet and All Day Dining,3.9,2785
ChIJDXKdRTk2aDQRiZZ_JpQOk4M,美味角落,4,1
ChIJCXBJWG02aDQRVHxmzmfyv9I,山魚-鱘園梅林魚場,4,1
ChIJj4j0tEM3aDQRsDTuiwXWw4E,昌茂板條小吃,4,1
ChIJTS4K4243aDQRyivaNCG_qQs,好昕晴特色料理,4,2
ChIJ-TI7hTg3aDQRhMXZitCk6Y4,紅稻滷味,4,2
ChIJi6QzLac3aDQRsff3JveCxQQ,小燕湯包各式早餐,4,2
ChIJ7SDQxHc3aDQRme0jxANvp1k,新埔麥多樂早餐店,4,4
ChIJU8QizEQ3aDQRwyb25O9nclg,娘松坊食,4,16
ChIJR6j2YVs3aDQR-EzJaOgBcU8,珍味鴨肉館,4,19
ChIJGfQBSSQ3aDQRI3t93n8RyKE,月白廚房 Geppaku 《 日式餐盒 │ 咖哩 》,4,21
ChIJ6czFYfg2aDQRwaVDQU5uqDA,Sally食藝美學坊 （Sally純手工窯烤麵包Pizza）,4,35
ChIJv-QL0lw3aDQRWIJZGLOZzAI,一口丹 日式飯糰專賣,4,82
ChIJS_2Rizg2aDQRRzdegq8eWZQ,NO.201 BRUNCH,4,82
ChIJmWRbxbw3aDQRdg8rfxptmms,秋日和 Akiko & Pierre,4,84
ChIJM3m-Xvs2aDQR3KsTpPZoqmE,Fresh Corner (Sheraton Store) 紛鳥輕食麵包坊 新竹喜來登店,4,86
ChIJO_KVXTg2aDQRMjJhoIje4uc,晨吉司漢肉排蛋土司竹科關東店,4,89
ChIJVzcm7qc3aDQRw5FTWcRSvAA,新竹生醫園區餐廳-安賀斯Café竹北店,4,101
ChIJdV2cMiQ2aDQRDkbw9r5YpjE,新竹BOOK11寵物友善餐廳/新竹寵物蛋糕,4,109
ChIJ6cLu_go3aDQRejSAcD4aVQk,Fried foods,4,170
ChIJpUlYzVw3aDQRtWbgucXIRVM,吧哩國古藝餐館,4,174
ChIJPzXUQDw2aDQRFx810hvCgDs,黑白嗆 個人創意義大利美食,4,176
ChIJ4XoxLH83aDQR2KfT_ZUh6zc,Coffee&Egg 竹北分舖,4,182
ChIJqY5Gew43aDQRkikXdRLLqv8,浩克廚房,4,189
ChIJxcgG8Hc3aDQROA91hEM1qQU,摩斯漢堡 竹北文興店,4,217
ChIJTd2Knlw3aDQRFXQR6mnDruo,古月粄條,4,240
ChIJc07q8zg2aDQR0_QqNG9DJ2Y,沙茶牛肉炒飯麵,4,244
ChIJUUzZgyU2aDQRSM-GYrIklS4,吉拉多義式焗烤,4,248
ChIJAXD4oPw2aDQR4G6wIqnaab0,(Hsinchu Sheraton) Dalmaji Japanese Chamber,4,280
ChIJWRo0WWw2aDQRUuvo0P0CVS0,建功早午餐店,4,311
ChIJQU_sLP1HaDQR93F-_IzMq_c,琳琳正宗川味涼麵,4,316
ChIJX76Asb42aDQRn-thS6CjZ_I,霸味薑母鴨,4,332
ChIJS3xWC1c2aDQRVL2vW7kVetY,八街豆漿,4,339
ChIJVztl5Yw3aDQRWknMIKZXrC0,富來小館Food Life,4,380
ChIJXTG7FVM2aDQRlwXJqcwEdUM,粥仔魚 高鐵店,4,417
ChIJo33QQPg2aDQRKNqwIkL1gaY,Zhu Bei Xinsheng Beef Noodle Restaurant,4,427
ChIJ39dmY_g2aDQRRDichrI8DvM,雲泰豐雲泰料理,4,451
ChIJ0d4JqCU2aDQRFcKNMWh9hk4,Thai cuisine,4,477
ChIJQ37IZsI2aDQRRgiekRscjww,Greatpot (hotpot),4,526
ChIJtU1M1vs2aDQRwhngYyegInc,麗媽四季鍋,4,550
ChIJ94L6mD02aDQRE2twRqXfnNw,Napoli pizza（拿坡里）,4,588
ChIJJQjV2Rc2aDQRmAEVrcehgUs,Experience Vietnam,4,607
ChIJi-984Pk2aDQRg0lxhlT5I3U,La Kaffa,4,663
ChIJsWY7SKo3aDQRdeHx-DTT5fE,姊妹飯桶-文興店,4,729
ChIJmSzToOs2aDQROarQ_YC77ic,大海豚骨拉麵（最後點餐時間或者公休日請參照臉書粉專）,4,745
ChIJLbv-Efo2aDQRGmFjXZ49dgM,Yuanwei Beef Noodle Restaurant,4,1135
ChIJCXztj-s2aDQRV1uv7LF16Cg,瓦城泰國料理 - 竹北光明店,4,1900
ChIJZ8KrnPo2aDQR01CwVDhmGXk,桃太郎日式炭火燒肉 莊敬店,4,1975
ChIJ0cmIei82aDQRXIe95P0l7Fc,築地鮮魚 (新竹總舖金山十五街店),4,2061
ChIJc7VsSvc2aDQRIpkcJhLCORo,田川日式料理竹北店,4,2064
ChIJ0_Clrs01aDQRPhQsVfgyjsQ,車庫鹽酥雞（莊敬店）,4,2114
ChIJc1El9j83aDQR2jkgRGwL6RQ,披仨微食 | BIZARRE,4.1,9
ChIJFbiAZ8g3aDQRGGimmx3WL6E,有一味麻辣鸭血臭豆腐,4.1,17
ChIJdUyRW2U3aDQRRa0RHmXHakg,天天來小吃店,4.1,65
ChIJz2BfhL83aDQRgdgVw4HY6Y8,小貨車早餐,4.1,65
ChIJBZQ3PiA3aDQRLsOHVPRKQtI,傳承燒烤（川味烤魚，川味肥腸魚）,4.1,95
ChIJj1VADDs2aDQRJcJbrB6GAw4,金師父蔥燒包,4.1,156
ChIJ_4aTpVw3aDQRcCuMTPvext8,新埔第一家板條,4.1,156
ChIJsXxcTyQ3aDQRoCrpXKEKFmc,Oops! Foody,4.1,207
ChIJNbgNJuo2aDQRs8pE-hf1JG4,豆子埔公園前串燒,4.1,278
ChIJ6Zxsr9o3aDQRzE5OkFZTrHw,工研院中興院區員工餐廳,4.1,307
ChIJYTUMeuQ2aDQRZ-vFFjxH9FA,Chu Niu Beef Noodle Restaurant,4.1,376
ChIJfaiZgQE3aDQRsHEbF1ZIuQY,樂饗砂鍋粥 現撈船釣海鮮,4.1,381
ChIJ42yU6To2aDQRm7P-3UtYe8Y,明爐燒臘園,4.1,416
ChIJ4duEjVc2aDQRxUbr0huTOnA,六街小吃,4.1,419
ChIJw6JUFfo2aDQRnRebF0jGawo,黑瓦鬆餅(heywow),4.1,471
ChIJ6-c_CS82aDQRWmc3YhBy5r4,Hotpot,4.1,562
ChIJgWVCyao3aDQRbScixhBRsDE,東京豚骨 釜本舖,4.1,575
ChIJD8Dd8FU2aDQRkDslOAEzBH0,雲南小館,4.1,591
ChIJTxrrKVU2aDQREtQfFjNS2co,野比食堂,4.1,622
ChIJaVHKRuM2aDQRwOnI-fvgaUg,雲南麵店,4.1,654
ChIJn-3VLP02aDQRy_Mp1RrNzwY,Sunrise 晨光早餐,4.1,746
ChIJp9WJSPc2aDQREID0A8wImNo,新粵港式茶飲餐廳,4.1,771
ChIJ0dP5h3M3aDQRwWo78ULMJ8w,橋下2.0餐酒館,4.1,805
ChIJvzxa_Ds2aDQRghJsDlOZAOE,新莊街六號,4.1,905
ChIJwxWfnTk2aDQR5HTOVh7uWwc,福樂餐館 - 超值合菜 家庭聚會 公司聚餐 客家料理 人氣推薦 中式台菜料理 好評 高CP值 評價 首選 必吃餐廳,4.1,909
ChIJVXDHfz02aDQRgjjwKHILMm4,漢神鐵板燒／新竹鐵板燒／新竹美食／新竹餐廳／新竹必吃／光復路必吃／光復路美食,4.1,1040
ChIJm-YgV5M2aDQR7SVVM93JJMc,東街日本料理 竹北文平店,4.1,1257
ChIJL3PgofA2aDQRaKwFisiv9_s,Golden Coast Shrimp Restaurant,4.1,2052
ChIJyTc1Vv82aDQR2AQ9R9b398Q,Amici Pasta & Pizza,4.1,2214
ChIJHeh0QuM2aDQRi-oF_bAuFnU,Xi Zi Beef Noodle Restaurant,4.1,2240
ChIJnxahe3A3aDQROPh9e9cFJu0,KURA SUSHI Zhubei Wenxing Branch,4.1,2267
ChIJkwRzDPo2aDQRstFs21jST5A,Moon of Wind City,4.1,2611
ChIJP4dimRk2aDQRaBKom_y6_NM,Toscanini,4.1,3422
ChIJc50gqP82aDQRDMZy9wd-OrE,Duan Chun Zhen Zhubei Branch,4.1,5765
ChIJx6U9Uqw3aDQRUNr2tVhk0aM,自然GO高鐵店 小熊燒／竹北美食／雞蛋糕／雞蛋仔／下午茶／甜點,4.2,18
ChIJ4bIDOY03aDQRtzcyJJMrNkQ,文樂飲食,4.2,39
ChIJoen5gaI3aDQRvep6_g1YgIE,東家麵食館,4.2,54
ChIJd0dAfVs3aDQRtHJKI9WEJWw,粥師傅廣東粥,4.2,61
ChIJtZeyQD83aDQR2C7WQC_Xv1A,8 Hao Beef Noodle Restaurant,4.2,65
ChIJcw2lPjg3aDQRS_jDhzUD-n8,珍香客家風味小吃,4.2,70
ChIJW2q88yw3aDQR-Z_gLvJ7EGY,川島家便當專賣 竹北店,4.2,103
ChIJSfaQrus1aDQR6QNV30Em2Bg,李宅Not Only Café,4.2,140
ChIJkWx0Ffs2aDQRHlH2vepXXdw,蓁養生,4.2,147
ChIJvZ_48Kc2aDQRQnoYLUoTnrI,A kitchen 一間廚房,4.2,187
ChIJr9LKUTs2aDQR8wxmWPqb5ps,享食光 早餐 減醣、無麩質,4.2,189
ChIJpb-N4Pw2aDQRlPIhlN4Xb_0,漢濱烤鴨,4.2,224
ChIJRR7uUU43aDQRWwwHEYoyiAs,Eat play love,4.2,245
ChIJ8xxHlTo2aDQRthJMyaBb3ng,中山日本料理,4.2,259
ChIJ66Yv8YY3aDQRxvighih4nNY,Izakaya,4.2,268
ChIJ0R9gFvg2aDQR0GqvZdtzu48,深海鮮魚湯,4.2,277
ChIJ4WF6e_g2aDQRPpCUck4U-_I,九湯屋日本拉麵竹北六家店,4.2,325
ChIJ0T4sic03aDQR33CzLs63Ez4,右左庄羊肉爐,4.2,373
ChIJK7FJmOQ2aDQR_dWYLnPN6u4,通化老師父牛雜湯,4.2,400
ChIJIT9a8_k3aDQRcYsaFIcvOhs,Digin comfort food&coffee 癮 . 舒 .食 （全日供餐，最後點餐時間16:00）,4.2,447
ChIJj6QamDo2aDQRmJT2LXqyc5o,胖老爹美式炸雞 新竹光復店,4.2,497
ChIJV4H_Ouk2aDQRSfbcXxhkiYc,雁新和食料理,4.2,567
ChIJg33pJAA3aDQRPnZGTt12FYE,宴川秋竹北店,4.2,654
ChIJnW9_Gj82aDQRnsNzp0Mfge8,松江屋-慈雲店,4.2,658
ChIJ0SeKMRY2aDQRsk2uoAZ9wOM,儷舍坊,4.2,670
ChIJuX-Tfao3aDQRX_ZzIsMuRVY,好萌時光咖哩,4.2,772
ChIJuwlanFU2aDQR8QWCRKc563I,La Play 樂玩 親子空間x輕食,4.2,936
ChIJb_wgUjg2aDQRETIsFzeGOpw,Ba An Sushi,4.2,1160
ChIJWaXShTo2aDQR2fY8ni2idDc,Kanto bridge dumplings,4.2,1169
ChIJi2VLjVM2aDQRsae5HLvU8yQ,上品苑鐵板燒,4.2,1183
ChIJvzXrLqs3aDQRhxu7vWoMc-E,小木屋鬆餅 竹北六家店,4.2,1198
ChIJd3wez5Q2aDQRHjbvsKUhSKI,Mr.Moon月亮先生,4.2,1252
ChIJl4SPiTk2aDQRi8-qPsJ9jhE,Nu pasta,4.2,1283
ChIJW7eFpvs2aDQRyt0hjOM6Z00,八庵日本料理 成功總本店,4.2,1323
ChIJAQAAAJw2aDQRwYWD_IwA6nU,Top grade Court Teppanyaki flagship store,4.2,1583
ChIJvbJVbpM2aDQRRuEO13mGXGk,Piccola Enoteca,4.2,2006
ChIJiVb6rzs2aDQRDMXdeUuhB6M,Yentl Pasta,4.2,2047
ChIJB5y6uPw2aDQR6RcKYXfyjns,Shabu Shabu,4.2,4673
ChIJ02JoJTo2aDQRAduTuGRd6lc,Ding Sheng Shi Li,4.2,5362
ChIJGSYvLP02aDQRBeOqCunis1o,美味霖複合式早餐,4.3,3
ChIJMzyYMKc3aDQRCtt7xoGVKC0,興隆小吃店,4.3,6
ChIJHa19VkU3aDQRQPbyaOiklU8,蛋白盒子健康低卡餐盒-竹北嘉豐店,4.3,13
ChIJs5oyxmE3aDQRf_n2BXfX0Pw,戰 鬥 雞 油雞/醉雞 輕食餐盒-竹北勝利店,4.3,13
ChIJI6LRWm83aDQRVic_vd-yT00,炙肉直火｜ForMeat,4.3,18
ChIJlxu6Yls3aDQRVeIDpkUmVh4,口福自助餐,4.3,18
ChIJcyB5AyE3aDQRRe00zc3LhVE,借問酸辣粉 (外帶店),4.3,30
ChIJhwlgGwQ3aDQRnAXUFi2akJo,熊之咖哩,4.3,33
ChIJH3WFWKU3aDQRRD_RG5Mh9BE,16烤魚,4.3,65
ChIJpfyHknA3aDQRBn0guYqCLJE,大叔弁當勝利店,4.3,87
ChIJ210ThhU3aDQR-8RioPzDZwU,Kao Pu Ting,4.3,94
ChIJaWG4qzM2aDQRMF5sOu3MYsU,酩家小館,4.3,106
ChIJTdgn3AM3aDQRg-otKH7ozLQ,林媽媽早餐店,4.3,110
ChIJIa2Jbrg3aDQRqzWxrjscfNg,蘭英拌麵所 LAN YING NOODLES,4.3,113
ChIJZSh1flo3aDQRk4aTA6ldVwE,極鮮香小饌,4.3,114
ChIJZ3eOtek2aDQRHtY2Bcgi2MM,房角石 麵包 咖啡 手作,4.3,118
ChIJmW-Dbd02aDQRsHN3Uy1JwZA,Hong Ya Hamburger,4.3,146
ChIJeVU91zs2aDQRuyEtQ64JyoM,Pane e Vino,4.3,158
ChIJzQ5JSeNHaDQRrJLymG7vI-Y,川湘匯館,4.3,165
ChIJUZmRABk3aDQR25ZYOC6MwP8,瑪希妲韓式餐酒館,4.3,181
ChIJL4p4Ifw2aDQRxO5KWCHzY1c,有閑rhiu'han,4.3,188
ChIJL_00W1Y2aDQR4HgBCtVJgCw,柚子豬 廚房Coffee & Food,4.3,190
ChIJj5mBJlE3aDQRLaBvrcZSlek,新竹吳家鴨香飯-勝利店,4.3,205
ChIJNQaEOpg3aDQR3C-dQ0WbtmI,Meat K Original,4.3,269
ChIJrXNBlTo2aDQRT4CkNFn7Bgg,新竹老爺明宮粵菜廳,4.3,272
ChIJrTaQ8UY3aDQRdmyM03Ezcvw,Aspoon Aspoon Cafe阿本 紅蔘咖啡館,4.3,287
ChIJXcEUgec2aDQRet70KE34x9A,三年二班 羊肉爐 薑母鴨,4.3,288
ChIJyRZ4Lao3aDQRnzsdl3XXUQk,公園前串燒-嘉豐南店,4.3,325
ChIJkTEovuQ2aDQRgWmcC1P5-YI,角落義式廚坊,4.3,327
ChIJZWH03Ko3aDQRWc7jQLtD20k,Coconut Tree,4.3,336
ChIJHea9nPg2aDQRBgzdRyClGWM,She's愛杏食,4.3,352
ChIJZWjRFVQ3aDQRQulefdI3PTw,Cometrue 成真咖啡 竹北文興店（外帶自取享9折優惠）,4.3,358
ChIJ-e12Xzw2aDQRdbEAFLBKKWk,木易師傅壞饅頭,4.3,397
ChIJtWcBk-s2aDQR15jU93vX-Tk,老洄味麻辣鴛鴦鍋（原竹北齊味）,4.3,406
ChIJtbN8bgw3aDQRhd3TRWOt-ys,拾月早午餐,4.3,413
ChIJu4wxjVU2aDQR1ldZ-I82s68,東小食,4.3,438
ChIJDSkCNqc3aDQRYzD1qyE4psI,ㄚ祥薑母鴨,4.3,456
ChIJY1iK1Bc2aDQRki5FUaDX64Y,新天地美食館,4.3,495
ChIJvZrcmAI3aDQRAxeZziNXObA,Toscanini Zhubei Branch,4.3,507
ChIJ0dOSluQ2aDQR6Wbs2GhzjdI,活力女孩早午餐,4.3,545
ChIJebG3TOs2aDQRHut30as0RPk,如聞心齋,4.3,579
ChIJgZCGlS42aDQRHm4Hu9gswJw,Vanessa Cafe,4.3,595
ChIJe2Kmluo3aDQRzkbSHI1Hl-8,Sauté Restaurant 索鉄,4.3,634
ChIJKWEBrFc2aDQRNyZNBNTjsno,DR.INK 達墨餐酒館,4.3,732
ChIJ-5gOueQ2aDQRrzZlPU7PVeU,好煮藝風味小館,4.3,746
ChIJ6dFpxFg3aDQReHFnl2Pdbiw,5Star Limit Pot,4.3,762
ChIJvbj9QC83aDQRmY71AQoCQkY,木木食堂,4.3,769
